Time,Velocity,Altitude,Pressure,Temperature, 
2009:16:12:01:773,557.4248833738326,733.690256207875*,687.8620082314502,11.89220169131332, 
2009:16:12:01:23,569.6699407264072,733.690256207875*,688.1142914146654,11.917948495350073, 
2009:16:12:01:273,577.9117125583913,733.690256207875*,689.781721587448,11.981674065785663, 
2009:16:12:01:523,607.2432902623323,733.690256207875*,691.9107547215198,12.579721966458502, 
2009:16:12:01:773,611.6988459418399,733.690256207875*,704.4047340477455,12.586136610371291, 
2009:16:12:01:23,615.3492849188926,733.690256207875*,715.0049718434448,12.588208471182515, 
2009:16:12:01:273,638.9043232230933,733.690256207875*,737.3208932616449,12.659702894838265, 
2009:16:12:01:523,670.5495971720288,733.690256207875*,759.7069704559245,12.93262088008441, 
2009:16:12:01:773,671.0554213124851,733.690256207875*,767.5096572861285,13.1446888934173, 
2009:16:12:01:23,692.6434303696234,733.690256207875*,769.4236421557544,13.386779831285656, 
2009:16:12:01:273,696.1583604238023,733.690256207875*,777.4267342169527,13.50172098447916, 
2009:16:12:01:523,696.481973355728,733.690256207875*,791.8449675188843,13.553222507140672, 
2009:16:12:01:773,697.912726539334,733.690256207875*,792.2445199716855,13.562254401602136, 
2009:16:12:01:23,714.7806723819367,733.690256207875*,807.5958319886423,13.865580012543354, 
2009:16:12:01:273,732.8343975509979,733.690256207875*,808.1796857116685,13.873683556425265, 
2009:16:12:01:523,747.8314790641109,733.690256207875*,811.2222022404103,13.956271062264713, 
2009:16:12:01:773,750.7159642329145,733.690256207875*,819.0865946166359,14.010793347139783, 
2009:16:12:01:23,752.6851889756934,733.690256207875*,832.6367695865,14.547438536761403, 
2009:16:12:01:273,792.1805515002073,733.690256207875*,841.4698743536719,14.554057907528861, 
2009:16:12:01:523,801.5326431246652,733.690256207875*,841.5116251469468,14.60878345645903, 
2009:16:12:01:773,813.3922342910134,733.690256207875*,845.9333043022643,14.648099053337294, 
2009:16:12:01:23,819.6903492203136,733.690256207875*,863.1862556976478,14.848827738097881, 
2009:16:12:01:273,841.2994323073302,733.690256207875*,874.4191722632422,14.878715973690182, 
2009:16:12:01:523,842.6721523340495,733.690256207875*,883.208689226197,15.230632941324096, 
2009:16:12:01:773,843.5951018298863,733.690256207875*,885.8812135071414,15.464851081085051, 
2009:16:12:01:23,847.5113653027062,733.690256207875*,895.3461261680073,15.716302543849181, 
2009:16:12:01:273,849.2828488001927,733.690256207875*,903.4656224879756,15.739052772346284, 
2009:16:12:01:538,851.4982058734635,733.690256207875*,906.8204960314052,16.396992431085078, 
2009:16:12:01:788,861.7119999265867,733.690256207875*,907.537102110788,16.552747767790688, 
2009:16:12:01:38,863.0237782567181,733.690256207875*,926.5771020478553,16.617000659077906, 
2009:16:12:01:288,908.077728236079,733.690256207875*,929.8010371975463,16.904856604084884, 
2009:16:12:01:538,914.9494255976082,733.690256207875*,937.0551380781022,17.142839736019166, 
2009:16:12:01:788,932.6048568182769,733.690256207875*,940.5001159824444,17.243105006354575, 
2009:16:12:01:38,951.764646139781,733.690256207875*,960.0414844831995,18.43182290758234, 
2009:16:12:01:288,960.5431724515224,733.690256207875*,962.8369300076822,18.46994327931071, 
2009:16:12:01:538,961.065535229528,733.690256207875*,966.2624773787765,18.732115924330117, 
2009:16:12:01:788,972.2837050148213,733.690256207875*,985.0650190425447,18.904368426906302, 
2009:16:12:01:38,985.9258324368889,733.690256207875*,986.6096740141317,19.289921315568435, 
2009:16:12:01:288,999.2654834875634,733.690256207875*,991.5562491632379,19.723061100889282, 
